item_nr,participant,block_nr,trial_nr,set_nr,word1,word2,probe,response,RT,hit,Unnamed: 10,condition,experiment,zipf_adj,zipf_noun,freq_dep,freq_seq,length_adj,length_noun,composition,denotation,concreteness,specificity
799,07,1,1,67,vpbyzkgrf,product,,,,,,low,specificity,0.0,4.65,,,9,7,word,,,low
84,07,1,2,14,tqvgqrz,reason,,,,,,abstract_baseline,compose,0.0,5.19,0.0,0.0,7,6,word,baseline,abstract,
878,07,1,3,93,orange,vegetable,,,,,,mid,specificity,4.64,4.18,,,6,9,phrase,,,mid
432,07,1,4,72,vpbyzkgrf,power,,,,,,abstract_baseline,compose,0.0,5.29,0.0,0.0,9,5,word,baseline,abstract,
732,07,1,5,44,fxldmr,emerald,,,,,,high,specificity,0.0,3.23,,,6,7,word,,,high
554,07,1,6,93,hypothetical,hug,,,,,,concrete_privative,compose,3.13,4.13,0.0,0.0,12,3,phrase,privative,concrete,
509,07,1,7,85,fictional,talent,Is it enviable?,Rb,1.722395420074463,0.0,,abstract_privative,compose,3.69,4.58,0.0,0.0,9,6,phrase,privative,abstract,
676,07,1,8,26,tqvgqrz,cook,,,,,,low,specificity,0.0,5.03,,,7,4,word,,,low
61,07,1,9,11,good,trailer,,,,,,concrete_subsective,compose,6.35,3.68,2.04e-09,1.82e-09,4,7,phrase,subsective,concrete,
454,07,1,10,76,real,culture,,,,,,abstract_subsective,compose,5.53,4.73,0.0,0.0,4,7,phrase,subsective,abstract,
651,07,1,11,17,xkq,cabin,,,,,,high,specificity,0.0,3.9,,,3,5,word,,,high
714,07,1,12,38,rjdnw,banana,,,,,,high,specificity,0.0,4.21,,,5,6,word,,,high
569,07,1,13,95,former,treason,,,,,,abstract_privative,compose,5.0,3.3,4.13e-10,4.16e-10,6,7,phrase,privative,abstract,
353,07,1,14,59,imaginary,allure,,,,,,abstract_privative,compose,3.56,2.94,0.0,0.0,9,6,phrase,privative,abstract,
28,07,1,15,5,actual,pride,,,,,,abstract_subsective,compose,4.6,4.48,6.2e-10,5.75e-10,6,5,phrase,subsective,abstract,
105,07,1,16,18,vpbyzkgrf,blister,,,,,,concrete_baseline,compose,0.0,2.97,0.0,0.0,9,7,word,baseline,concrete,
491,07,1,17,82,virtual,neglect,Is it to be avoided?,Rb,1.7373545169830322,1.0,,abstract_privative,compose,3.63,3.65,0.0,0.0,7,7,phrase,privative,abstract,
556,07,1,18,93,typical,cure,Is it useful as medicine?,Rb,1.9567689895629885,1.0,,abstract_subsective,compose,4.51,4.14,6.93e-10,1.29e-09,7,4,phrase,subsective,abstract,
66,07,1,19,11,htbqzylm,caution,,,,,,abstract_baseline,compose,0.0,3.81,0.0,0.0,8,7,word,baseline,abstract,
804,07,1,20,68,tqvgqrz,admiral,,,,,,high,specificity,0.0,3.57,,,7,7,word,,,high
844,07,1,21,82,mtpv,tool,,,,,,low,specificity,0.0,4.07,,,4,4,word,,,low
363,07,1,22,61,htbqzylm,barrel,,,,,,concrete_baseline,compose,0.0,4.06,0.0,0.0,8,6,word,baseline,concrete,
418,07,1,23,70,important,triumph,,,,,,abstract_subsective,compose,5.57,4.01,0.0,0.0,9,7,phrase,subsective,abstract,
862,07,1,24,88,ypdcglkc,vegetable,,,,,,low,specificity,0.0,4.18,,,8,9,word,,,low
217,07,1,25,37,typical,pastry,,,,,,concrete_subsective,compose,4.51,4.37,0.0,0.0,7,6,phrase,subsective,concrete,
710,07,1,26,37,Italian,food,,,,,,mid,specificity,4.6,5.45,,,7,4,phrase,,,mid
889,07,1,27,97,htbqzylm,vehicle,,,,,,low,specificity,0.0,4.52,,,8,7,word,,,low
842,07,1,28,81,frozen,stick,,,,,,mid,specificity,4.32,5.02,,,6,5,phrase,,,mid
526,07,1,29,88,perfect,strife,,,,,,abstract_subsective,compose,5.28,3.16,2.78e-11,0.0,7,6,phrase,subsective,abstract,
892,07,1,30,98,mtpv,vehicle,,,,,,low,specificity,0.0,4.52,,,4,7,word,,,low
165,07,1,31,28,wvcnz,chef,,,,,,concrete_baseline,compose,0.0,4.7,0.0,0.0,5,4,word,baseline,concrete,
494,07,1,32,83,counterfeit,children,,,,,,concrete_privative,compose,3.64,5.53,0.0,0.0,11,8,phrase,privative,concrete,
270,07,1,33,45,wvcnz,scheme,,,,,,abstract_baseline,compose,0.0,4.69,0.0,0.0,5,6,word,baseline,abstract,
180,07,1,34,30,mtpv,safety,Is it to be neglected in a workplace?,Ry,2.368666410446167,1.0,,abstract_baseline,compose,0.0,4.85,0.0,0.0,4,6,word,baseline,abstract,
730,07,1,35,44,vpbyzkgrf,gem,,,,,,low,specificity,0.0,3.95,,,9,3,word,,,low
856,07,1,36,86,htbqzylm,utensil,,,,,,low,specificity,0.0,2.51,,,8,7,word,,,low
803,07,1,37,68,naval,rank,,,,,,mid,specificity,3.91,3.9,,,5,4,phrase,,,mid
684,07,1,38,28,qxsw,shoplifting,,,,,,high,specificity,0.0,3.28,,,4,11,word,,,high
283,07,1,39,48,perfect,taste,,,,,,concrete_subsective,compose,5.28,4.95,0.0,0.0,7,5,phrase,subsective,concrete,
540,07,1,40,90,mghljkqr,issue,Is it to be investigated?,,3.000975608825684,0.0,,abstract_baseline,compose,0.0,5.18,0.0,0.0,8,5,word,baseline,abstract,
747,07,1,41,49,qxsw,zebra,,,,,,high,specificity,0.0,3.69,,,4,5,word,,,high
729,07,1,42,43,ypdcglkc,jacket,,,,,,high,specificity,0.0,4.29,,,8,6,word,,,high
60,07,1,43,10,ypdcglkc,scandal,Is it morally dubious?,Rb,1.5508544445037842,1.0,,abstract_baseline,compose,0.0,4.22,0.0,0.0,8,7,word,baseline,abstract,
499,07,1,44,84,authentic,treasure,,,,,,concrete_subsective,compose,3.73,4.46,0.0,0.0,9,8,phrase,subsective,concrete,
202,07,1,45,34,perfect,method,Is it efficient?,Rb,1.2745931148529053,1.0,,abstract_subsective,compose,5.28,4.12,0.0,0.0,7,6,phrase,subsective,abstract,
335,07,1,46,56,phony,interest,,,,,,abstract_privative,compose,2.35,5.05,0.0,0.0,5,8,phrase,privative,abstract,
59,07,1,47,10,phony,scandal,,,,,,abstract_privative,compose,2.35,4.22,1.4e-10,8.33e-11,5,7,phrase,privative,abstract,
822,07,1,48,74,mghljkqr,bust,,,,,,high,specificity,0.0,4.12,,,8,4,word,,,high
781,07,1,49,61,zbxlv,metal,,,,,,low,specificity,0.0,4.63,,,5,5,word,,,low
877,07,1,50,93,ypdcglkc,vegetable,,,,,,low,specificity,0.0,4.18,,,8,9,word,,,low
876,07,1,51,92,rvqf,potato,,,,,,high,specificity,0.0,4.44,,,4,6,word,,,high
394,07,1,52,66,genuine,upkeep,,,,,,abstract_subsective,compose,4.37,3.02,0.0,0.0,7,6,phrase,subsective,abstract,
371,07,1,53,62,virtual,heaven,,,,,,abstract_privative,compose,3.63,4.6,0.0,0.0,7,6,phrase,privative,abstract,
